place_id,restaurant_name,author_name,author_url,language,profile_photo_url,rating,relative_time_description,text,time,collected_at,data_source
ChIJxYJUC2lv5kcRlhdpWba_aGU,Le Tout-Paris,Emilie P.,https://www.google.com/maps/contrib/113150538803344158243/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocKhBRB2Ut1MLNnLbuhFMsIQMdCCFTDt95fyQ9-Prb9wFAu-VQ=s128-c0x00000000-cc-rp-mo-ba5,5,il y a une semaine,"Très belle expérience. Les mets étaient joliment présentés, avec des associations de saveurs délicieuses. De l’entrée au dessert, nous avons senti la passion dans nos assiettes. Le lieu est coloré et chaleureux et le personnel aimable et avenant. Juliette a été incroyable avec nous et je la remercie pour son professionnalisme, sa sympathie, et son sens du service que peu peuvent égaler!
Le service voiturier est très apprécié.
Les bémols (tout de même): le sommelier qui était en charge de venir prendre nos boissons n’était pas venu, nous avons donc eu nos cocktails après avoir commencé l’entrée, ce que je trouve dommage. Pour le beurre, on ne nous a pas demandé si nous le voulions doux ou demi-sel. Nous avions attendu assez longtemps pour les desserts. Certaines tables qui étaient venues après nous les avaient reçus avant nous.
Je remercie toute l’équipe d’accueil et de restauration pour son amabilité et sa bienveillance, ce déjeuner dominical restera dans nos mémoires.
PS: nous sommes restées 4 heures attablées, il faut donc avoir le temps, et surtout, prendre le temps.",1755686905,2025-09-02T18:02:59.881272,google_places
ChIJxYJUC2lv5kcRlhdpWba_aGU,Le Tout-Paris,Edouard Ctl,https://www.google.com/maps/contrib/101437460623894220712/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjW1yuiUT1D3mQ0SP5s8ZGl-8EyILJaHcN_GIjd1Z-yL7YvGUOnt=s128-c0x00000000-cc-rp-mo-ba5,5,il y a 3 semaines,"Une expérience inoubliable au Tout Paris ! Nous sommes allés en couple pour un goûter dans ce restaurant, et avons choisi 2 cocktails et 3 pâtisseries (le saint-honoré, le pain perdu et le croquant noisette) ainsi que des pâtes de fruit.
Chaque bouchée était une explosion de saveur; les pâtisseries sont maîtrisées à la perfection, autant sur le mélange des goûts que sur la présentation. Le croquant noisette était fabuleux, avec un pur goût de noisette crémeux en bouche, et servi chaud accompagné d’une petite glace ce qui ajoute un goût différent encore meilleur. Le pain perdu, servi également chaud avec une petite glace, était parfaitement cuisiné, très moelleux et savoureux. Le saint-honoré a été réalisé d’une parfaite manière aussi, avec un feuilleté à la fois croustillant et malléable, et des choux à la crème caramélisé très croquants et sucrés comme il faut.
Le tout face à une vue imprenable sur le Pont-Neuf et une grosse partie de la ville !
L’accueil était parfait, le personnel est extrêmement serviable et accueillant, au petit soin avec le client, sans se montrer excessivement présent.
Bref, une expérience inoubliable pour un goûter ici, que je recommande très fortement, car pour une quarantaine d’euros par personne vous aurez de quoi passer un excellent moment. Merci à l’équipe et merci beaucoup aux talentueux pâtissiers !",1754636574,2025-09-02T18:02:59.881275,google_places
ChIJxYJUC2lv5kcRlhdpWba_aGU,Le Tout-Paris,Sophie Y,https://www.google.com/maps/contrib/101827648448259442218/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocJmxA316TbY3DHZ_pfZvGe7Z0Gq8ff8LzdAorqqhznyPGYNkg=s128-c0x00000000-cc-rp-mo-ba4,5,il y a un mois,"Première expérience dans un restaurant étoilé à l'occasion d'un repas d'affaires.
On est tout d'abord frappé par la vue imprenable sur les toits et monuments de la rive gauche, format panoramique. Je n'étais pas remontée sur le toit de la Samaritaine depuis sa réouverture en 2021 mais même à l'époque, il n'y avait pas une telle mise en valeur. C'est juste somptueux.
On est accueilli dans un cadre lumineux et chaleureux, joyeusement rehaussé par des touches de rouge et de jaune qui apportent peps et audace dans un esprit Art Déco.
En plus des amuse-bouches, un délicieux pain, croustillant à souhait, nous est servi accompagné de beurre de la Maison Bordier. Les plats sont d'une très grande délicatesse. J'ai particulièrement apprécié le vacherin rhubarbe, tout en fraîcheur pour finir.
Une très belle expérience somme toute.",1752775143,2025-09-02T18:02:59.881279,google_places
ChIJxYJUC2lv5kcRlhdpWba_aGU,Le Tout-Paris,Lucas Hassaine,https://www.google.com/maps/contrib/107481615254374307442/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocJSCoBjCnLHw_0fAb6hNPMSOr0A5BiOkCIVSKAssgxowzqn6w=s128-c0x00000000-cc-rp-mo,2,il y a 3 mois,"Je suis aller au déjeuner le 21/05/2025.
La cuisine était bonne mais très moyenne des plats simple sans grande recherche et sans goûts particulier les dessert était rafraîchissant et plutôt bon. Le service était nickel par notre serveur (Max -Antoine) la décoration était très moderne avec plusieurs couleurs. Si vous avez pas forcément un gros budget mais que vous voulez vous faire plaisir en testant un restaurant étoilé sur Paris alors je ne vous le recommande pas par contre si vous êtes des habitués de se style de restaurant étoilé là je vous conseille d’y aller pour vous faire votre avis .",1747923702,2025-09-02T18:02:59.881283,google_places
ChIJ0Y7Uk_lv5kcRxQMuMKFtVmc,Le Marais Restaurant Paris,SwitcherNova,https://www.google.com/maps/contrib/113737699322173312385/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjXTJ9_4TTKOgCORBuQhAq9_ZzIQsSrJ5k5IhraGmWdQLa44SICO=s128-c0x00000000-cc-rp-mo-ba4,5,il y a 3 mois,"Merveilleux restaurant. J'ai adoré leur pizza Oh La Vache qui était savoureux et me donne l'eau à la bouche rien qu'en voyant la mozzarella au milieu.
L'ambiance est géniale, en ayant de l'air frais qui apaisait mon repas en intérieur.
Le personnel est chaleureux toujours présent pour de l'aide et de renseignement.
Je recommande.",1748306603,2025-09-02T18:02:59.881301,google_places
ChIJ0Y7Uk_lv5kcRxQMuMKFtVmc,Le Marais Restaurant Paris,Nicole Bridger,https://www.google.com/maps/contrib/105216197370759397726/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjVVeyJG4fONakQ9unefNo7alVatFkaJ0FSl2p3spivQ_B4NA4HlLQ=s128-c0x00000000-cc-rp-mo-ba4,5,il y a 2 mois,"Une vraie belle surprise ! Mon mari et moi avons dîné au Marais et on s’est régalés. J’ai pris la pizza La Vache, ultra généreuse, savoureuse, avec une pâte fine et une garniture fondante. Un vrai bonheur !

L’ambiance était chaleureuse, avec une musique sympa et une équipe adorable du début à la fin. On a été super bien accueillis, avec le sourire et beaucoup d’attention.

Les portions sont énormes (dans le bon sens du terme 😄) et les prix vraiment raisonnables pour Paris, surtout dans ce quartier.

Franchement, on a passé un super moment à deux. On reviendra sans hésiter pour goûter d’autres plats, et pourquoi pas avec des amis la prochaine fois !",1750880303,2025-09-02T18:02:59.881305,google_places
ChIJ0Y7Uk_lv5kcRxQMuMKFtVmc,Le Marais Restaurant Paris,Coralie Gonzalez,https://www.google.com/maps/contrib/102741399092629169341/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocLFhZREWyB8Ry1R3YArO9E09ZoC4Jcda_4JVWC-mCC0KNDnew=s128-c0x00000000-cc-rp-mo-ba3,5,il y a un mois,"Nous avons manger dans ce restaurant sur les recommandations de Google, comme étant original.
Je dois dire que nous n’avons pas été déçu ! 😃👏

Nous avons été reçu et servi par Anna, qui a été tout le long du repas accueillante et chaleureuse.
Elle nous a fait des recommandations de plats : salade César, salade libanaise, le suprême de poulet et les pennes poulet champignons. Ils ont tous été délicieux ! Ce fut le repas d’Anna 😁 !
Nous en avons eu pour moins de 25€ / personne avec en plus une entrée et une boisson. Prix très compétitif pour une qualité exceptionnelle.
Je remercie Anna, nous reviendrons et je recommande vivement ce lieu. 👏",1751746467,2025-09-02T18:02:59.881309,google_places
ChIJ0Y7Uk_lv5kcRxQMuMKFtVmc,Le Marais Restaurant Paris,J C,https://www.google.com/maps/contrib/107980485258027801843/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocLUin7Y0l7KpSiAKrpcwDxGHunDAT71hAkESPZJXVygH6HRWGQ=s128-c0x00000000-cc-rp-mo-ba4,5,il y a 2 mois,"J’ai pris une blonde, un cocktail, 1 planche de charcuterie et 2 pizzas oh la vache qui est bonne je recommande. Service agréable et rapide. Assez chère mais on paie l’emplacement , le quartier.

Je recommande",1750527708,2025-09-02T18:02:59.881312,google_places
ChIJ0Y7Uk_lv5kcRxQMuMKFtVmc,Le Marais Restaurant Paris,Kiley Surma,https://www.google.com/maps/contrib/106051603819639294995/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjUzVlQb3BUldFZLJrbwKf6WAm4i_Hv3MIMWcW42lNsWgHnq_VoQnw=s128-c0x00000000-cc-rp-mo-ba5,2,il y a un mois,"Étant seule dans le quartier du Marais un soir un peu tard, j’avais encore envie de manger et j’ai choisi ce restaurant en me fiant aux avis très positif. La cuisine m'a semblé plutôt moyenne. Les plats manquaient d'originalité et d’amour. En revanche, le service était agréable et rapide, mais cela ne suffit pas à compenser la déception culinaire. En résumé, l'expérience ne mérite pas vraiment sa haute notation.",1753203167,2025-09-02T18:02:59.881315,google_places
ChIJ62uOOx1u5kcRhQssBujerII,Le Ju',Mathieu,https://www.google.com/maps/contrib/105383849062009666689/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocI_DxplUKWDoxDgY6xjIDv5cJTpCCxJpMe6CVvPi7g-tNivgQ=s128-c0x00000000-cc-rp-mo-ba3,5,il y a 2 semaines,Excellent rapport qualité prix le mille feuille d’aubergines et la salade Césars étaient délicieux ! L’ambiance et le service très sympa bonne adresse.,1755525270,2025-09-02T18:02:59.881347,google_places
